Key;Type;Desc;Author;Date;English;Spanish;Italian;German;Portuguese;French
214;Text;;Yogi Bhajan;11/11/1994;"It is time to be God; find God within yourself, the strength in your manners, in your grace. ";Llegó el momento de ser Dios.  Encuentra a Dios dentro de ti mismo, la fuerza en tus modales, en tu gracia.;;Es ist an der Zeit, Gott zu sein, Gott in mir zu finden, als Stärke in meinem Verhalten und in meiner Anmut.;"É tempo de ser Deus; encontrar Deus dentro de si mesmo, a força nas suas maneiras, na sua graciosidade.";C’est le temps d’être Dieu, trouver Dieu en vous, de la force dans vos manières et dans votre grâce. 
215;Text;;Yogi Bhajan;27/8/1996;If you can learn to raise your kundalini by yourself, as I did, then your presence will work. Your psyche will change. Then you can help the world to change. You can help friends, relatives, unhappy people to change because you have some extra strength to share. This is the Age of Aquarius. Everybody will find happiness within themselves. Then we can share ourselves with others. We won’t have to speak. You are sharing me, I am sharing you. ;Si puedes aprender a elevar tu kundalini por ti mismo, como lo hice yo, entonces tu presencia funcionará.  Tu psique cambiará.  Etonces puedes ayudar al mundo a cambiar.  Puedes ayudar a amigos, parientes, gente infeliz a cambiar, porque tienes una fuerza extra que compartir.  Esta es la Era de Acuario.  Todos encontrarán felicidad dentro de sí mismos.  Entonces podemos compartirnos a nosotros mismos con otros.  No tendremos que hablar.  Tú me estás compartiendo a mi, yo te estoy compartiendo a ti.;;Wenn ihr lernen könntet, eure Kundalini aufsteigen zu lassen, so wie ich es tat, würde allein eure Präsenz wirken. Eure Psyche würde sich verändern. Ihr könntet helfen, die Welt zu verändern. Ihr könntet Freunden, Verwandten, unglücklichen Menschen helfen, sich zu ändern, denn ihr hättet etwas Extra -Kraft, die ihr mit anderen teilen könntet. Dieses ist das Wassermannzeitalter. Alle Menschen finden ihr Glück in sich selbst. Das können wir mit anderen teilen. Wir brauchen nichts zu sagen. Wir teilen uns selbst mit: ich teile mich selbst mit, du teilst dich selbst mit.;Se você quiser aprender a despertar sua kundalini por você mesmo, como eu fiz, então sua presença irá funcionar. Sua psique irá mudar. Então você pode ajudar o mundo a mudar. Você pode ajudar amigos, parentes, pessoas infelizes a mudar porque você tem uma força extra para compartilhar. Esta é a Era de Aquário. Todo mundo encontrará felicidade dentro de si mesmo. Então poderemos compartilhar nós mesmos com os outros. Nós não teremos que falar. Você está compartilhando comigo, eu estou compartilhando com você.;Si vous pouvez élever votre Kundalini par vous-même, comme je l’ai fait, alors votre présence fonctionnera. Votre psyché changera. Alors vous pourrez aider le monde à changer. Vous pourrez aider des amis, des parents, des gens malheureux parce que vous aurez une force supplémentaire à partager. Çà c’est l’âge du verseau. Tout le monde trouvera le bonheur en lui-même. Alors nous pourrons partager mutuellement. Nous n’aurons pas besoin de parler. Tu partages avec moi, je partage avec toi.
216;Text;;Yogi Bhajan;9/1/1997;Conduct must have a connection and it must have a straightforward hope that you are speaking in service, not to control. That’s a fundamental definition of communication. ;La conducta tiene que tener una conexión, la que tiene que tener una esperanza directa de que estás hablando para servir, no para controlar.  Esa es una definición fundamental de la comunicación.;;Es ist eine grundlegende  Definition von Kommunikation, dass der Sprechende  Verbindung zu den Angesprochenen hält und direkt spricht um zu dienen und aufzubauen und nicht um zu kontrollieren.;A conduta deve ter uma conexão e deve ter uma expectativa direta que você está falando em servir, não para controlar. Essa é uma definição fundamental da comunicação.;Diriger doit avoir une connexion et doit avoir l’honnête espoir que vous parlez en service et non pour contrôler. C’est la définition fondamentale de la communication. 
217;Text;;Yogi Bhajan;10/1/1997;Those who do not surrender shall never rise. ;Aquellos que no se entregan nunca habrán de alzarse.;;Wer sich nicht tief verneigen kann, kann niemals wachsen.;Aqueles que não se rendem nunca irão levantar.;Ceux qui ne peuvent pas s’abandonner ne peuvent pas s’élever. 
218;Text;;Yogi Bhajan;23/7/1987;Those who don’t befriend their own soul shall never have anything to do with Almighty God. If you insult the ambassador of a country you can’t have relationship with that country. In this egomanic body, soul sits as the ambassador of God. ;Aquellos que no se hacen amigos de su propia alma no habrán nunca de tener nada que hacer con Dios Todopoderoso.  Si tú insultas al embajador de un país no puedes tener una relación con ese país.  En este cuerpo egomaníaco, el alma reside como el embajador de Dios.;;Wer nicht mit seiner eigenen Seele Freundschaft schließen kann, wird niemals etwas mit dem allmächtigen Gott zu tun haben. Wenn du den Botschafter eines Landes beleidigst, wie kannst du dann mit dem Land freundschaftliche Beziehungen aufbauen? In diesem egoistischen Körper lebt die Seele als Botschafter Gottes.;Aqueles que não são amigos de sua própria alma, nunca terão nada com Deus Todo Poderoso. Se você insulta o embaixador de um país, não pode ter relacionamentos com esse país. Neste corpo ego maníaco, a alma senta como embaixador de Deus.;Ceux qui ne peuvent pas être amis avec leur propre âme n’auront jamais rien à faire avec Dieu Tout Puissant. Si vous insultez l’ambassadeur d’un pays vous ne pouvez pas avoir de relation avec ce pays. Dans ce corps ego maniaque, l’âme agit en tant qu’ambassadeur de Dieu. 
219;Text;;Yogi Bhajan;31/7/1987;Compassion is for the very strong. Compassion does not come to the weak. People who are unkind, bullies, use rude language, are not strong people. They are very weak people. ;La compasión es para los realmente fuertes.  La compasión no viene a los débiles.  Las personas que no son bondadosas, matones, que usan lenguaje rudo, no son personas fuertes.  Son personas muy débiles.;;Mitgefühl  haben starke Menschen. Schwache Menschen haben kein Mitgefühl.  Unfreundliche, ungeschliffene  Menschen mit grober Sprache sind nicht stark. Sie sind sehr schwach.;Compaixão é para os muito fortes. Compaixão não chega para os fracos. Pessoas que são indelicadas, briguentas, usam linguagem rude, não são pessoas fortes. São pessoas muito fracas.;La compassion est pour les très forts. La compassion ne vient pas aux faibles. Les personnes qui sont méchantes, belliqueuses, utilisant un langage grossier, ne sont pas solides. Elles sont très faibles. 
220;Text;;Yogi Bhajan;15/7/1987;If you don’t want to be unhappy, relate to your soul. When soul becomes the sole purpose of life, human has become God. Man of God, and God are one. ;Si no quieres ser infeliz, relaciónate con tu alma.  Cuando el alma se vuelve el único propósito de la vida, el humano se ha vuelto Dios.  El hombre de Dios y Dios son uno.;;Wenn du nicht unglücklich sein möchtest, verbinde dich mit deiner Seele. Wenn die Seele der Dreh- und Angelpunkt  des Lebens wird, ist der Mensch zu Gott geworden. Der Mensch, der zu Gott gehört und Gott sind eins.;Se você não quer ser infeliz, relacione-se com a sua alma. Quando a alma se torna o único propósito da vida, o humano se torna Deus. Homem de Deus. e Deus é um.;Si vous ne voulez pas être malheureux, rapprochez-vous de votre âme. Quand l’âme devient le but principal de la vie, l’être humain devient Dieu. Un homme de Dieu et Dieu ne font qu’un. 
221;Text;;Yogi Bhajan;14/12/1991;If you want to be happy, you must find your legacy. Legacy is always beyond time and space. ;Si quieres ser feliz, debes encontrar tu legado.  El legado siempre está más allá del tiempo y el espacio.;;Wenn du glücklich sein willst, musst du das finden, was du der Welt hinterlassen kannst. Das ist jenseits von Zeit und Raum.;Se você quer ser feliz, você deve encontrar o seu legado. Legado está sempre além do tempo e espaço.;Si vous voulez être heureux, vous devez trouver votre héritage. L’héritage est toujours au-delà du temps et de l’espace. 
222;Text;;Yogi Bhajan;18/8/1985;God created every individual to let everybody live and enjoy life by its own right and communicate at a frequency in which there is no offensiveness. Just communicate at the frequency at which receptivity is clear and conscious. ;Dios creó a cada individuo para que todos vivieran y disfrutaran por su propio derecho y se comunicaran en una frecuencia en la cual no hubiese ninguna ofensividad.  Tan solo comunícate en la frecuencia en la cual la receptividad es clara y consciente.;;Gott erschafft jedes Individuum und lässt es leben und sich des Lebens erfreuen und auf eine Art kommunizieren, die ohne Harm ist, exact auf  der Frequenz, auf der die Wahrnehmung klar und bewusst ist.;Deus criou cada indivíduo para deixar todos viverem e aproveitarem a vida pelo seu próprio  direito e comunicar-se numa freqüência na qual não há agressividade. Apenas comunique-se na freqüência na qual receptividade é clara e consciente.;Dieu a créé chaque individu pour que chacun vive et apprécie la vie de son propre droit et communique à une fréquence sans offense. Communiquez juste à la fréquence où la réception est claire et consciente. 
223;Text;;Yogi Bhajan;23/7/1987;There are three ways to conduct your destiny: Through the law of karma, action and reaction. Or you can tune into the magnetic field of the earth and just float with it – a freeloader. Or your life can be run by that magnetically attracting, very positive, creative, meditative, neutral mind. That way you can do very well. ;Hay tres formas de conducer tu destino:  a través de la ley del Karma, acción y reacción.  O puedes sontonizarte con el campo electromagnético de la tierra y tan sólo flotar en él: un gorrón.  O tu vida puede estar regida por la atracción magnética, muy positiva, creativa, y meditativa de la mente neutral.  De este modo te puede ir muy bien.;;Du kannst deine Bestimmung auf dreierlei Weise erfüllen: Entsprechend Ursache und Wirkung  nach dem Karma Gesetz, im Fluß des Energiefeldes der Erde, oder sehr kreativ und meditativ und  attraktiv im Neutralen Geist. Auf diese Weise geht es sehr gut.;Existem três maneiras de conduzir seu destino. Através da lei do karma, ação e reação. Ou você pode se sintonizar no campo magnético da terra e apenas flutuar com ele – um penetra. Ou sua vida pode ser movida por essa atração magnética, muito positiva, criativa, meditativa, mente neutra. Este caminho você pode fazer muito bem.;Il y a trois manières de conduire votre destinée : À travers la loi du Karma, action et réaction. Ou vous vous alignez au champ magnétique de la terre et flottez avec lui, libre de toute charge. Ou votre vie peut être conduite par l’attraction magnétique d’un mental très positif, créatif, méditatif et neutre. De cette façon vous serez excellent. 
224;Text;;Yogi Bhajan;11/6/1990;Every day as your energy crosses people, the merger of the auras for eighteen feet crossing through each other and departing, creates fear. That is how much fear is bombarded on a human being. That’s why you have to remember, you are not only a living human being, you are a human living beauty of God’s grace. You are a living purity, you are a living strength. ;Cada día, cuando tu energía se cruza con gente, la fusión de las auras a dieciocho pies cruzando una a otra y alejándose crea miedo.  Así es como tanto miedo es bombardeado sobre un ser humano.  Por eso es que debes recordar, tú no eres solamente un ser humano viviente, tú eres la belleza viviente de la gracia de Dios.  Tú eres una pureza viviente, eres una fuerza viviente.;;Jeden Tag entsteht Furcht, wenn sich deine Energie mit der anderer Menschen kreuzt, die Auras sich in einem Radius von 4 Metern überschneiden, verbinden und wieder auseinderfallen. Entsprechend viel Furcht wirkt auf den Menschen ein. Deswegen erinnere, das du nicht nur ein lebendiger Mensch bist: Du bist lebendige menschliche Schönheit, spiegelst Gottes Anmut. Du bist lebendige Reinheit, du bist lebendige Stärke.;Todos os dias, enquanto sua energia atravessa pessoas, a mistura de auras de 5 metros cruzando através de cada um e partindo, cria medo. É assim que o medo é bombardeado no ser humano. É por isso que você tem que lembrar que você não é apenas um ser humano que vive, você é um humano vivendo a beleza da graça de Deus. Você é a pureza viva, você é a força viva.;Chaque jour quand votre énergie croise les gens, la fusion des auras de 5 mètres et demi se croisant et se décroisant à travers chacun, crée la peur. C’est la quantité de peur qui est bombardée sur un être humain. Voilà pourquoi vous devez vous rappeler, que vous n’êtes pas seulement un être humain, vous êtes une beauté humaine vivante par la grâce de Dieu. Vous êtes une pureté et une force vivante. 
225;Text;;Yogi Bhajan;1/12/1981;God is found right in my own home. ;Dios se encuentra justo en mi propio hogar.;;Gott ist in meinem Innersten zu finden.;Deus se encontra exatamente em minha própria casa.;Dieu se trouve dans ma propre maison. 
226;Text;;Yogi Bhajan;31/7/1987;By listening you get one hundred percent understanding. By listening you comfort another person. By listening you develop a mutual understanding with another person. ;Al escuchar logras cien porciento de entendimiento.  Al escuchar tu confrotas a otra persona.  Al escuchar desarrollas un entendimiento mutuo con otra persona.;;Durch Zuhören kannst du alles verstehen. Durch Zuhören kannst du den anderen ganz zufrieden stimmen. Durch Zuhören kannst du dich ganz auf den andren einstimmen.;Escutando a si mesmo, você obtém cem por cento de compreensão. Escutando a si mesmo, você comforta uma outra pessoa. Escutando a si mesmo, você desenvolve uma compreensão mútua com uma outra pessoa.;En écoutant vous obtenez cent pour cent de compréhension. En écoutant vous réconfortez une autre personne. En écoutant vous développez une compréhension mutuelle avec l’autre. 
227;Text;;Yogi Bhajan;24/11/1990;Power is in the remembrance. When your child is at the university, your power is in the remembrance as a mother, as a father, as a friend.  It is psycho-magnetic communication. That’s the only power human understands or has, even without knowing that they have it. ;El poder está en el recuerdo.  Cuando tu hijo está en la universidad, tu poder es en el recuerdo como madre, como padre, como amigo.  Es comunicación psico magnética.  Ese es el único poder que el humanopuede entender o tener, incluso sin saber que lo tienen.;;Deine Erinnerung ist deine Kraft. Ist dein Kind an der Universität, hast du die Kraft, dich als Mutter, Vater oder Freund an sie zu erinnern. Das ist eine psycho-magnetische Kommunikation. Das ist die einzige Kraft, die ein Mensch versteht oder hat, ohne es zu wissen, dass er sie hat.;Quando seu professor fala para você, encontrará seu consciente, subconsciente e inconsciente, todos dizendo alguma coisa. Estes três se encontram nas palavras de um professor. Seu passado, presente e futuro encontram-se nas palavras de um professor. Natureza intuitiva vem a partir daí. Nós geralmente ignoramos quando um professor fala.;Le pouvoir est dans la mémoire. Quand votre enfant est à l’université, votre pouvoir est dans sa mémoire en tant que mère, en tant que père ou en tant qu’ami. C’est une communication psyco-magnétique. C’est le seul pouvoir que l’être humain comprend ou a comprit, même sans savoir qu’il l’a. 
228;Text;;Yogi Bhajan;24/11/1990;Somebody asked Guru Nanak, ‘Why is a musician always with you?’ And Guru Nanak answered, ‘The instrument he’s playing brings music to my words. For those who have trouble hearing them, the trouble melts into the melody of the words which are sent to me by my God. He is not just playing the instrument - he is the instrument for reaching out my words to people.’ ;Alguien le preguntó a Guru Nanak: ‘¿porqué siempre hay un músico contigo?’  Y Guru Nanak respondió: ‘el instrumento que él toca le trae música a mis palabras.  Para aquellos que tienen problemas para escucharlas, el problema se derrite en la melodía de las palabras que me son enviadas por mi Dios.  Él no está tan solo tocando el instrumento, él es el instrumento para que mis palabras lleguen hasta las personas.’;;Jemand fragte Guru Nanak:”Warum hast du immer einen Musiker bei dir?“ Und Guru Nanak antwortete: „Das Instrument, das er spielt bringt Musik in meine Worte. Denen, die Schwierigkeiten haben, sie zu hören, verwandelt es die Worte in  Melodien, die mir gesandt wurden von meinem Gott. Er spielt nicht nur ein Instrument, er ist das Instrument, damit meine Worte die Menschen erreichen.;Alguém perguntou à Guru Nanak: ‘Por que um músico está sempre com você?’ E Guru Nanak respondeu: ‘O instrumento que ele está tocando traz música às minhas palavras. Para aqueles que têm problemas em escutá-las, o problemas se funde com a melodia das palavras enviadas pelo meu Deus. Ele não está apenas tocando o instrumento – ele é o instrumento para minhas palavras atingirem as pessoas.;Quelqu’un demanda à Guru Nanak, « Pourquoi êtes-vous toujours accompagné d’un musicien? » Et Guru Nanak de répondre, « L’instrument qu’il joue apporte de la musique à mes mots. Pour ceux qui ont du mal à les entendre, le problème se fond dans la mélodie des mots qui me sont envoyés par Dieu. Il ne joue pas seulement de l’instrument, il est l’instrument qui véhicule mes mots aux personnes. » 
229;Text;;Yogi Bhajan;31/7/1987;There is a value in spiritual dress and projection. You may be in a position to tell people about God, but if you don’t look the part, people may not want to listen. ;Hay valor en la vestimenta y la proyección espiritual.  Puedes estar en una posición de hablarle a la gente acerca de Dios, pero si no tienes el aspecto, puede que la gente no quiera escuchar.;;Spirituelle  Kleidung  ist eine wichtige  Projektion. Vielleicht  bist du in der Lage, Menschen von Gott zu erzählen. Wenn  du aber nicht entsprechend aussiehst,  könnten dir die Leute nicht zuhören wollen.;Há um valor no vestuário e projeção espiritual. Você pode estar numa posição de dizer às pessoas sobre Deus, mas se você não parece parte,  as pessoas podem não quer escutar.;Il y a une valeur dans l’habillement et la projection spirituelle. Vous pouvez être en mesure de parler de Dieu aux personnes, mais si vous n’en avez pas l’apparence, les personnes ne voudront peut-être pas vous écouter. 
230;Text;;Yogi Bhajan;21/4/1997;We are born perfectly spiritual beings, and spirit has no limit. We were born to have a human experience. Practice kindness, compassion and caring. ;Nacemos como seres espirituales perfectos, y el espíritu no tiene límites.  Nacimos para tener una experiencia humana.  Practica la dulzura, la compasión y el cuidado.;;Wir sind als vollkommene spirituelle Wesen geboren worden und der Spirit ist grenzenlos. Wir wurden geboren, um menschliche Erfahrungen zu machen. Lasst uns Freundlichkeit, Mitgefühl und Fürsorge praktizieren.;Nós nascemos seres espirituais de modo perfeito e espírito não tem limite. Nós nascemos para ter uma experiência humana. Pratique bondade, compaixão e carinho.;Nous sommes des êtres nés parfaitement spirituels et l’esprit n’a pas de limite. Nous sommes nés pour avoir une expérience humaine. Pratiquez la bonté, la compassion et la bienveillance. 
231;Text;;Yogi Bhajan;23/7/1987;When you are angry, frustrated, depressed and need counseling – sit down and meditate. Your mind will fight you, but don’t lose your strength. Mind is your own child. Train it, don’t cater to it. Your soul can come to you through the mind. The only thing that works is when you can see your own soul, your own light, through your mind. ;Cuando estás enojado, frustrado, deprimido y necesitas consejo, siéntate y medita.  Tu mente peleará contigo, pero no pierdas tu fuerza.  La mente es tu propio hijo.  Entrénala, no la atiendas.  Tu alma puede venir a ti a través de la mente.  La única cosa que funciona es cuando puedes ver tu propia alma, tu propia luz, a través de tu mente.;;Wenn du einmal wütend, frustriert oder depressiv bist und Hilfe brauchst- setze dich hin und meditiere. Dein Geist  wird dich bekämpfen, aber lasse dich nicht unterkriegen. Der Geist ist dein eigenes Kind. Trainiere ihn, gib ihm nicht nach.  Dein Geist kann dich zu deiner Seele führen Das  ist das einzige, was hilft, wenn du durch die Vermittlung deines Geistes deine eigene Seele, dein eigenes Licht, sehen kannst.;Quando voce está bravo, frustrado, depressivo e precisando de conselho - sente-se e medite. Sua mente brigará com você, mas não perca sua força. A mente é a sua própria criança. Treine-a, não a sirva. Sua alma pode vir à você através da mente. A única coisa que funciona e quando você pode ver sua própria alma, sua própria luz, através da sua mente.;Lorsque vous êtes en colère, frustré, dépressif ou avez besoin d’être conseillé, asseyez-vous et méditez. Votre mental  vous combattra, mais ne perdez pas votre force. Le mental est votre propre enfant. Entraînez-le, ne lui répondez pas. Votre âme peut venir à vous par votre mental. La seule chose qui fonctionne est quand vous pouvez voir votre âme et votre propre lumière par le biais de votre mental. 
232;Text;;Yogi Bhajan;17/11/1993;Don’t sleep counting sheep. Count blessings, then sleep. Don’t wake up worried about what you have to do. Count your blessings and be grateful that you woke up. ;No te duermas contando ovejas.  Cuenta bendiciones, luego duerme.  No te despiertes preocupada por lo que tienes que hacer.  Cuenta tus bendiciones y se agradecido que despertaste.;;"Zähle nicht Schafe , bevor du einschläfst. Zähle
Segnungen und dann schlafe ein. Wache nicht auf und sorge dich, um das, was du zu tun hast. Erinnere dich an deine Segnungen und sei dankbar dafür, dass du aufgewacht bist.
";Não durma contando carneiros.  Conte bênçãos e então durma. Não acorde preocupado sobre o que você tem que fazer. Conte suas bênçãos e seja agradecido por ter acordado.;Ne vous endormez pas en comptant les moutons. Comptez vos bénédictions, ensuite endormez-vous. Ne vous réveillez pas en vous inquiétant de ce que vous avez à faire. Comptez vos bénédictions et soyez reconnaissant de vous être réveillés. 
233;Text;;Yogi Bhajan;The Master’s Touch;More than anything else, you have to be you. Nothing less than you will work. You minus ego is always you. You with your ego is always not you. ;Más que cualquier otra cosa, tú tienes que ser tú.  Nada menos que tú funcionará.  Tú menos tu ego eres siempre tú.  Tú con tu ego siempre no eres tú.;;Mehr als alles andere, sei du selbst. Nichts, außer dir Selbst wird funktionieren. Ohne dein Ego bist du  immer du. Mit deinem Ego bist du  niemals Du!;Mais do que qualquer coisa, você tem que ser você. Nada menos que você funcionará. Seu ego negativo é sempre você. Você com seu ego sempre não é você. ;Plus que toute autre chose, vous devez être vous-même. Rien de moins que vous ne fonctionnera. Vous minus ego, c’est toujours vous. Vous avec votre ego, n’êtes jamais vous. 
234;Text;;Yogi Bhajan;The Teachings of Yogi Bhajan ;Everybody has some wisdom and some foolishness. It is a mixture. There is only a difference in percentage, not in totality. ;Todas las personas tienen algo de sabiduría y algo de estupidez.  Es una mezcla.  Sólo hay una diferencia en porcentaje, no en totalidad. ;;Zu jedem Menschen gehört ein gewisses Mass an Dummheit und Weisheit. Es ist ein Mix. Er unterscheidet sich allein im Verhältnis.;Todos têm alguma sabedoria e alguma tolice. É uma mistura. Existe só uma diferença na porcentagem, não na totalidade. ;Tout le monde a une certaine sagesse et une certaine folie. C’est un mélange. Il y a seulement une différence en pourcentage, pas en totalité.
235;Text;;Yogi Bhajan;13/7/2000;Surrender is the highest power to gain all you want. ;La entrega es el más alto poder para conseguir todo lo que quieres.;;Sich (dem Höheren Selbst) zu übergeben, birgt in sich die höchste Kraft, mit der du alles, was du  willst ,bekommen kannst.;Rendição é o mais alto poder para obter tudo que deseja.;Abandonner toute résistance est le pouvoir le plus élevé pour obtenir tout ce que vous voulez. 
236;Text;;Yogi Bhajan;Science of keeping Up;"A child is born to you to help him face his karma in this life. A child is not your ego nor a pet dog in the house; it is not a substitute for love. A child is born to you so that you can prepare him to face time unto Infinity. ";Un niño te nace para que le ayudes a enfrentar su karma en esta vida.  Un niño no es tu ego ni una mascota en la casa.  No es un sustituto para el amor.  Un niño te nace para que puedas prepararlo para enfrentar el tiempo hacia el Infinito.;;Du bekommst ein Kind, um ihm zu helfen, sein Karma in diesem Leben auszuarbeiten. Du bekommst das Kind nicht als Haustier, nicht als Liebesersatz. Du bekommst ein Kind, um es darauf vorzubereiten, seine Lebenszeit von hier bis in die Unendlichkeit zu meistern.;"Uma criança nasce para você ajudá-la a enfrentar seu karma nesta vida. Uma criança não é seu ego nem um cachorro de estimação em casa; não é um substitutivo para o amor. Uma criança nasce para você de modo que possa prepará-la a enfrentar o tempo dentro do Infinito. ";Un enfant est né pour que vous l’aidiez à affronter son karma dans cette vie. L’enfant n’est pas votre ego, ni un chien et encore moins un substitut de l’amour. Un enfant est né pour que vous le prépariez à affronter le temps vers l’infini. 
237;Text;;Yogi Bhajan;The Mind;Pain and calamity are challenges that give you strength within and in your prayers. When you are in pain, your prayers become very strong. ;El dolor y la calamidad son desafíos que te dan fuerza interior y en tus oraciones.  Cuando estás en sufrimiento, tus oraciones se vuelven muy fuertes. ;;Schmerzen und Tragödien sind Anfechtungen, die dich innerlich und in deinen Gebeten stärker machen. Wenn du in Not bist, werden deine Gebete stärker.;Dor e calamidade são desafios que lhe dão força interior e nas suas orações. Quando está em dor, suas orações tornam-se muito fortes. ;La douleur et la calamité sont des défis qui vous donnent de la force dans vos prières. Lorsque vous êtes en peine vos prières deviennent très puissantes. 
238;Text;;Yogi Bhajan;The Teachings of Yogi Bhajan;Compassion is nothing but realization of adjustable values. If someone does not act or understand well, or he is limited, you should have compassion, not negativity. Why does someone harm you or slander you?  Because he doesn’t know any better. ;La compasión no es más que el darse cuenta de valores ajustables.  Si alguien no actúa o comprende bien, o es limitado, debieras tener compasión, no negatividad.  ¿Porqué alguien te hiere o te difama?  Porque no conoce nada mejor.;;Im Mitgefühl machen wir nichts anderes als unsere Werte anzuwenden. Wir sollten mit Mitgefühl und  nicht negativ auf jemand reagieren, der nicht richtig handelt  oder alles falsch  versteht, denn er ist begrenzt. Denn warum schadet dir jemand oder verleumdet dich? Weil er es nicht besser weiß.;Compaixão nada mais é que a constatação de valores ajustáveis. Se alguém não atua ou entende bem, ou é limitado, você deveria ter compaixão, não negatividade. Por que alguém lhe fere ou calúnia? Porque ele não sabe nada melhor. ;La compassion n’est rien d’autre que la réalisation de valeurs ajustables. Si quelqu’un n’agit ou ne comprend pas bien ou est limité, vous devez avoir de la compassion et pas de la négativité. Pourquoi quelqu’un vous nuit ou vous insulte ? Parce qu’il ne connaît rien de mieux. 
239;Text;;Yogi Bhajan;1/8/2001;"Our creativity will be our sensory system. And through this sensory system we will be overflowing with energy, touching the hearts of people, and feeling their feeling, and filling their emptiness. We will act great and our flow will fulfill the gratefulness in the hearts of others. It will be a new relationship. We will create a new humanity, which will have the new sensory system, and thus we will establish the Age of Aquarius. This is the fundamental character you have to learn by heart. 
";Nuestra creatividad será nuestro sistema sensorial.  Y a través de este sistema sensorial estaremos rebosando de energía, tocando los corazones de la gente y sintiendo sus sentimientos y llenando su vacío.  Actuaremos grandiosamente y nuestro flujo satisfacerá la grandiosidad del corazón de los otros.  Será una nueva relación.  Crearemos una nueva humanidad, que tendrá el nuevo sistema sensorial, y así vamos a establecer la Era de Acuario.  Este es el carácter fundamental que tienes que aprender de corazón.;;"Unsere Kreativität wird unser Sensorisches System sein. 
Und durch dieses sensorische System werden wir mit Energie überfließen, wenn wir die Herzen der Menschen berühren, ihre Gefühle fühlen, und ihre Leere füllen. Wir werden Großes bewirken und der Fluß unserer Kreativität wird Dankbarkeit im Herzen von anderen auslösen. Es werden neue Beziehungen entstehen. Es wird eine neue Menschheit entstehen mit einem neuen sensorischen System und dieses wird das Wassermann Zeitalter manifestieren. Das ist sein grundlegender Charakter den du in- und auswendig kennen musst.
";Nossa criatividade será nosso sistema sensorial. E através deste sistema sensorial estaremos transbordando com energia, tocando o coração das pessoas, sentindo o sentimento delas, e preenchendo seu vazio. Atuaremos formidável e nosso fluxo preencherá a gratidão no coração dos outros. Será um novo relacionamento. Criaremos uma nova humanidade, que terá um novo sistema sensorial e assim estabeleceremos a Era de Aquário. Este é o caráter fundamental que você tem que aprender pelo coração. ;Notre créativité sera notre système sensoriel. Et à travers ce système sensoriel, nous déborderons d’énergie, nous toucherons le coeur des gens, ressentirons leurs sensations et emplirons leur vide. Nous agirons avec grandeur et notre flux accomplira la reconnaissance dans le coeur des autres. Ce sera une nouvelle relation. Nous créerons une nouvelle humanité qui aura le nouveau système sensoriel et ainsi nous établirons l’ère du Verseau. Voilà la force morale fondamentale que vous devez appendre par cœur. 
240;Text;;Yogi Bhajan;The Master’s Touch;The strength of your judgment is the only enemy you have. You don’t look at things in the light of the soul, and you do not believe and trust that everything is the light of the soul. Things fit in when they want to fit in. You are not required to fit them and unfit them and make people believe or force them to consider. ;La fuerza de tu juicio es el único enemigo que tienes.  No miras las cosas a la luz del alma, y no crees y confías en que todo es la luz del alma.  Las cosas calzan cuando quieren calzar.  No se supone que tú las hagas calzar o no las dejes calzar y hacer que la gente crea o forzarlos a considerar.;;"Dein starkes Urteilen ist der einzige Feind, den du  hast. 
Du betrachtest die Dinge nicht im Licht der Seele, und du glaubst  und vertraust nicht, dass  alles im Licht der Seele ist. Dinge passen, wenn sie passen  wollen. Du bist nicht aufgefordert, sie anzupassen oder  unpassend  zu machen und  Menschen überlegen zu lassen oder sie zu zwingen, dieses zu tun.
";A força do seu julgamento é o único inimigo que você tem. Você não olha para as coisas com a luz da alma, e você não acredita e confia que tudo é a luz da alma. As coisas se ajustam quando querem se ajustar. Você não é requisitado para ajustá-las e desajusta-las e fazer as pessoas acreditarem ou força-las a considerar. ;La puissance de votre jugement est votre seul ennemi. Vous ne regardez pas les choses à la lumière de l’âme et vous ne croyez ni ne faites confiance que tout est lumière de l’âme. Les choses s’adaptent quand elles veulent bien s’adapter. Et il n’est pas requis que vous les adaptiez ou non et de le faire croire ou de forcer les gens à l’envisager. 
241;Text;;Yogi Bhajan;The Teachings of Yogi Bhajan;Man is basically unlimited because the soul is unlimited. Man is basically unlimited because his mind is unlimited. Only the physical structure is limited, but the structure is priceless. Nobody can manufacture it.;El hombre es básicamente ilimitado, porque el alma es ilimitada.  El hombre es básicamente ilimitado porque la mente es ilimitada.  Sólo la estructura física es limitada, pero la estructura no tiene precio.  Nadie la puede manufacturar.;;Die Menschen sind grundsätzlich unbegrenzt, denn die Seele ist unbegrenzt. Die Menschen sind grundsätzlich unbegrenzt, denn der Geist ist unbegrenzt. Allein die körperliche Struktur ist begrenzt, doch ist sie unbezahlbar. Niemand kann sie produzieren.;O homem é ilimitado basicamente porque a alma é ilimitada. O homem é basicamente ilimitado porque sua mente é ilimitada. Somente a estrutura física é limitada, mas ela é inestimável. Ninguém pode fabricá-la. ;L'homme est fondamentalement illimité parce que l'âme est illimitée. L'homme est fondamentalement illimité parce que son esprit est illimité. Seule sa structure physique est limitée, mais la structure n'a pas de prix. Personne ne peut la manufacturer. 
